"kossan_urls_link","kossan_urls_date_date","kossan_urls_date_user","kossan_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=260","Nov 19, 2021 9:36 AM","Sneakpeek","Why glover like to post gloomy news?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=260","Nov 19, 2021 10:40 AM","Ryan83","Unbelievable Kossan share price drops below latest JP Morgan target price RM2"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=260","Nov 19, 2021 5:47 PM","Condom004","Really PU nyamuk this stock"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=260","Nov 19, 2021 6:40 PM","Catchthewave","JPM rated for rm2, it goes below rm2 now. How much further it will drop? Guess the glove counters are all connected, unless some exotic story like US ban recently happened to Supermax."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=260","Nov 20, 2021 1:20 PM","LeslieGoh","https://uk.investing.com/news/economy/market-wrap-ftse-eur-oil-fall-as..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=260","Nov 20, 2021 1:21 PM","LeslieGoh","Euro new restrictions come back again, next week must buy glove stocks..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=260","Nov 20, 2021 3:55 PM","jolynce","I believe Kossan is near its bottom, if not already at its bottom. Just my personal opinion."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=260","Nov 22, 2021 10:24 AM","tamp0i","Dropped below 2018 level... How can resist... Swallow lah, like I said swallow all the way to 0.50 PN17"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 22, 2021 12:53 PM","assthrow","Macquarie Equities Research (MQ Research) initiates coverage on the Malaysia gloves sector, with a view that the glove manufacturers have production cost advantages over its China peers and any newer entrants. Although average selling price uncertainty lingers, valuations have turned attractive with all three glove makers trading at EV/share below pre-pandemic levels.
MQ Research names Kossan as its top pick within the sector. Read on for MQ Research’s order of preference and target prices in an excerpt of the report dated 19 November 2021. Also, check out the associated Macquarie warrants over the glove names below.
Negatives are priced in
Incoming China glove supply threatens Malaysian manufacturers’ market share. However, MQ Research believes these negatives are priced in as share prices have now fallen 70-75% from pandemic highs. MQ Research believes large-cap Malaysia glove makers have a 25-35% production-cost advantage over China peers. MQ Research initiates on Malaysia’s glove manufacturers as valuations turn attractive despite average selling prices (ASP) in flux. All three glove makers in MQ Research’s coverage are trading at an enterprise value per share (EV/share) below pre-pandemic levels. If shares decline a further 10-15% - which MQ Research believes to be the absolute bottom – MQ Research sees an attractive entry point. ASPs are quickly declining (currently US$35-40 vs. mid-21 US$85-90 per ‘000 pieces), and MQ Research’s top pick Kossan’s differentiated product mix shields it from potential global oversupply. Kossan is trading at a steep discount to peers (post-pandemic PER discount to TopG/Hartalega of ~15%/ 50%) and at about half their pre-pandemic EV/share.
Production cost advantage over China/new entrants
China: MQ Research estimates that China glove manufacturers currently have 25-35% higher production costs vs. large-scale Malaysia manufacturers due to higher fuel and labour costs. If global oversupply occurs, and prices continue to decline, MQ Research believes Malaysian large-scale manufacturers will be the last to turn unprofitable. However, MQ Research expects China producers to continue to add capacity until costs normalise despite downward pressure on margins.
New entrants: MQ Research expects newer entrants in glove manufacturing to quickly become unprofitable as ASPs dive below production cost. Newer glove producers have an estimated production cost of US$35-40 per ‘000 pieces (vs. existing players of US$20-23). MQ Research believes newer players will either abandon expansion plans or exit the industry altogether.
Post-pandemic supply-demand outlook
Frost & Sullivan expects disposable glove demand to deliver a 15.9% volume compounded annual growth rate (CAGR) post-pandemic (2019-2025F) vs. 8.2% pre-pandemic due to increased hygiene awareness. MQ Research forecasts China producers to account for 24% of global supply post-pandemic (2023E) vs. 10% pre-pandemic (2019). MQ Research expects long-term ASPs to settle at US$24-26 per ‘000 vs. street estimates of US$25-30 on increased price pressure from China manufacturers. This is structurally higher than pre-pandemic prices of US$20-22 due to higher social compliance costs.
Valuations are now compelling; Kossan is MQ Research’s top pick
MQ Research uses a price-earnings ratio (PER) methodology to value glove manufacturers, applying MQ Research’s target multiples to post-pandemic FY23E/24E earnings per share (EPS) – years when MQ Research expects ASPs to stabilise. MQ Research’s multiples of 15x-21x represent between a -1.0SD to -0.25SD discount to pre-pandemic sector/company historical averages. Post-pandemic ASP uncertainty and labour practice issues linger. MQ Research’s order of preference is Kossan (OP) > Hartalega (OP) > Top Gloves (N).
12-month target price methodology
TOPG MK: RM2.60 based on a PER methodology
HART MK: RM6.30 based on a PER methodology
KRI MK: RM2.70 based on a PER methodology"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 23, 2021 3:42 PM","Condom004","Hoot nine E"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 25, 2021 9:24 AM","I_like_dividend","EPF sell to MacQ?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 25, 2021 9:35 AM","I_like_dividend","World Covid-19 rising why EPF sell gloves low?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 25, 2021 10:37 AM","planta","Epf need cash for icitra. Has been selling like crazy in tenaga also. Good bargain now"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 25, 2021 2:23 PM","WaterBlower","Give up on gloves stocks....reality is cruel, eventhough it is a very profitable business/company, but they want gloves stock to die means it has to die. They want it to go down further it will go down no matter how you think logically that it shouldn't have happened this way.
After the trend over and expecting it to bounce back? It will not happened. See back the historical chart many years back when SARS it jumped, dived....and stay stagnant. Now the situation will only happen again where when it drops to the bottom, it will remain stagnant there until next so called virus or deadly pandemic happen again."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 25, 2021 2:25 PM","mf","World Health Organization says more than 60% of the world's cases and deaths were in Europe over the last week
It warns against a ""false sense of security"" created by vaccines and stresses the need to be cautious"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 25, 2021 3:21 PM","joectm","third wave, Asia ...fourth wave, Europe.."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 25, 2021 8:21 PM","Catchthewave","EPF keeps selling all glove counters to fulfil withdraw requests from ppl.
Do not know what happen when these ppl really reach retirement age, then start to ask money again from garmen?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 25, 2021 8:31 PM","onward","I'm on board at RM2.00. Will start accumulate some glove counter for long term."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 25, 2021 9:14 PM","tamp0i","Plan to accumulate until retire... Getting dividend on Kossan is better than rely on EPF, hahaha"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 26, 2021 3:37 PM","skcm2017","Sell? not yet, wait WHO release of new pandemic virus Covid-21 era. today is the WHO meeting then the statement release is very significant. Africa scientists are the best (they are the ones who found alpha/beta. Therefore, whatever they said is genuine and that are the reason WHO is having a special urgent meeting)"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 26, 2021 3:42 PM","sinchan","manage to get in at 210, hope will continue up next week"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 26, 2021 4:24 PM","bf70","2 bagger!"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 26, 2021 4:34 PM","planta","Limit up I also no rasa. Losing too much liao"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 26, 2021 4:53 PM","bf70","Lai Lai Lai https://youtu.be/u5tv9zXgG2Q"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 26, 2021 5:54 PM","Condom004","WHO what time meeting?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 26, 2021 6:12 PM","bf70","Tak tau.
Tapi semua kan chiong macam permainan sotong.
Stim... https://youtu.be/Yuiozj03-gU"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 26, 2021 9:09 PM","Ryan83","KUALA LUMPUR (Nov 26): Rubberex Corp (M) Bhd registered a net profit of RM25.22 million for its third quarter ended Sept 30, 2021 (3QFY21).On a quarter-to-quarter basis, Rubberex saw its net profits decline by 61% at RM25.22 million from RM64.66 million last quarter, while revenues were down to RM94.9 million from RM176.61 million. Earnings per share had also declined to 2.98 sen, from 7.78 sen from a quarter ago. The Management foresees further softening of glove ASP, especially in the nitrile
disposable glove division, to be present for the remainder part of the year. Slower
order uptakes from customers are also expected to adversely impact on the Group’s
fourth quarter results."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 27, 2021 10:53 PM","skcm2017","WHJO-Classification of Omicron (B.1.1.529): SARS-CoV-2 Variant of Concern
https://www.who.int/news/item/26-11-2021-classification-of-omicron-(b...."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 28, 2021 12:00 AM","Panorama1","Omicron will add 50% share price premium to the glove counters into Year 2022."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 28, 2021 12:07 AM","Panorama1","RSS players will be scrambling to close their open position next week :-)"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 28, 2021 10:43 AM","NatsukoMishima","Up fast drop also double fast since the realistic already showed u that gloves sector net profit dived ultra fast ! Better dont touch first !"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 28, 2021 10:48 AM","Keyman188","Amboi...Keyman188 always stubborn savvy investor + trader...
Keyman188 still holding...still accumulating...
--------------------别人笑我太疯癫 我笑他人看不出穿-----------------------
People laugh at Keyman188 too crazy, I laugh others can’t see thorougly
wkwkwk...kekeke...hehehe...
Posted by NatsukoMishima > Nov 28, 2021 10:43 AM | Report Abuse
Up fast drop also double fast since the realistic already showed u that gloves sector net profit dived ultra fast ! Better dont touch first !"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 28, 2021 10:53 AM","Keyman188","Keyman188 not professional or expertise...Keyman188 always like to learn from professional bodies...
""Why ""A"" Students Work for ""C"" Students"" quoted by Robert T. Kiyosaki...
wkwkwk...kekeke...hehehe...
Posted by NatsukoMishima > Nov 28, 2021 10:43 AM | Report Abuse
Up fast drop also double fast since the realistic already showed u that gloves sector net profit dived ultra fast ! Better dont touch first !"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 28, 2021 11:58 AM","Loh Kok Wai W","Share drop many people SCOLD...when share up still more people afraid n scold.....very funny...."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 28, 2021 2:47 PM","Ryan83","Careplus profit latest 3rd QR falls 92% vs 2nd QR from 105 millions to 8 millions only really not very good financial result"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 28, 2021 3:28 PM","Benny1123","Almost one year plus dropping, scare to buy..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 28, 2021 3:40 PM","jolynce","The naysayers can no longer suppress the intrinsic value of Kossan, Harta and Top Glove, especially during this pandemic when there's no end in sight yet and demand has remained and will remain heightened for a long time to come. I can't say much about Supermax since they're banned in US and Canada (govt contract), and under investigation in UK. I can't say much about the smaller companies either because they don't have the cost advantage that the big ones have. But basically, glove stocks in general have been suppressed in recent weeks and months, unfairly so, due to market manipulation. These glove stocks are like pressure cookers waiting to explode at any slightest news of the virus resurgence, just like what's happening now!"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 28, 2021 3:42 PM","Panorama1","Re-rating soon due to Omicron. TPs will have to be revised upward immediately due to change in one of the significant assumptions."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 28, 2021 3:47 PM","Loh Kok Wai W","Don't worry about Glove counter profit drop...they still positive......Genting,Airasia,Genting Malaysia....those counter all is negetive profit...lost more .....but thier price still stay above...1.00---5.00 ??/"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 28, 2021 4:19 PM","Benny1123","Glove company useless, today up, tomorrow downn.."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 28, 2021 8:16 PM","Ukga","https://www.bbc.co.uk/news/health-59418127"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 28, 2021 8:24 PM","mkmike","Trade cautiously. Illuminati is at work. Create scenarios for panic selling from time to time."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 28, 2021 8:28 PM","gemfinder","https://klse.i3investor.com/blogs/kianweiaritcles/2021-11-28-story-h15..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 28, 2021 8:29 PM","gemfinder","Dun wory. Pfizer very hardworking"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 28, 2021 8:58 PM","Ukga","Pharmaceutical companies need a few months to twist and produce if needed.....by the time it arrive at our arms it will be in.....???? GLA"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 28, 2021 10:03 PM","Panorama1","Time Will Tell :-)"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 28, 2021 10:26 PM","Jokers2020","S. African doctor says Omicron patients had mild symptoms"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 28, 2021 10:27 PM","tamp0i","Hahaha last time RM9.0 still can say ASP declining TP3.8... Now already RM2.19 still same story ASP declining and TP1.30 kah? Can't be lah analyst words can listen drink cow dung became healthier lah... I say, this time is the time, reverse wave. Hoot9e"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 28, 2021 10:33 PM","Loh Kok Wai W","Next week market ...Glove counter is Leader ......"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 28, 2021 10:56 PM","Panorama1","Be realistic. Which RSS players will still maintain an Open position even with a lower TP (say 25% maximum downside) but stand to lose significantly with potential > 100% upside ? Moreover, with the likelihood of protracted & deteriorating Covid-19 pandemic with the emergence of Omicron variant."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 29, 2021 8:06 AM","Panorama1","Let’s hope that only the transmission rate are high and most cases will be relatively mild. Most businesses definitely cannot withstand another protracted lockdown."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 29, 2021 9:08 AM","skcm2017","Omicron now been detected in Canda, North America, Australia, Belgium, Botswana, Britain, Denmark, Germany, Hong Kong, Israel, Italy,
the Netherlands and South Africa, Botswana, Zimbabwe, Namibia, Lesotho, Eswatini, Mazambique, Malawi."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 29, 2021 9:10 AM","skcm2017","Omicron variant detected in more countries as scientists race to findhttps://www.reuters.com/world/new-coronavirus-variant-omicron-keeps-sp..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 29, 2021 9:53 AM","planta","Change of tide. What’s the new tp now sifu?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 29, 2021 10:48 AM","NatsukoMishima","Fast fast take profit run loh !"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 29, 2021 11:42 AM","Panorama1","Panorama001 :-)
I Rest My Case !"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 29, 2021 12:22 PM","Iseeyoubuy","Dividend indeed look attractive but i guess it for covid period only mmm..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=261","Nov 29, 2021 3:39 PM","Panorama1","RSS players scrambling to close off position and FOMO for Last Call :-)"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Nov 29, 2021 3:57 PM","Panorama1","Top 4 Glove all on the way to Limit Up :-)"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Nov 29, 2021 4:27 PM","Will76","Breaking News from CNBC
Covid symptoms linked to the new omicron variant have been described as “extremely mild” by the South African doctor who first raised the alarm over the new strain.
Dr, Angelique Coetzee told the BBC on Sunday that the patients seen so far have had “extremely mild symptoms.”"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Nov 29, 2021 5:00 PM","Cactusgirl","The most least percentage increase in glove counter today. See tomorrow how"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Nov 29, 2021 5:04 PM","loc187213","Bloomberg Global Financial News live is still freaking out. WHO gave a statement ""caution"". So there no real disruption news for gloves in the financial news. Just type ""Bloomberg Global Financial News live "" on you tube to check put sentiments yourselves."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Nov 30, 2021 7:20 AM","Risk Trader","Glove rally will continue today...."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Nov 30, 2021 8:42 AM","HamsterHuat","Omicron extremely mild lo.
like flu....
Glove will rally? it time for other sector to bounce back."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Nov 30, 2021 1:40 PM","Panorama1","Aiyo. Just ignore daily fluctuations and stay invested. That’s how Ikan Bilis got fried. Later, they will say virus concern flares up again and it will be volatile again."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Nov 30, 2021 2:21 PM","MorningGlory123","Moderna Sees Struggle; China Vaccines for Africa: Virus Update
Bloomberg News
30 November 2021, 6:57 am MYT Updated on 30 November 2021, 1:43 pm MYT
Moderna Sees Variant Challenge (1:22 p.m. HK)
Existing vaccines will be less effective at tackling omicron than earlier strains of Covid-19 and it may take months before pharmaceutical companies can manufacture new variant-specific jabs at scale, Moderna Chief Executive Stephane Bancel said in an interview with the Financial Times.
https://www.bloomberg.com/news/articles/2021-11-29/hong-kong-widens-ba..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Nov 30, 2021 2:40 PM","gohkimhock","It was reported the vaccine currently look less effective .."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Nov 30, 2021 3:42 PM","Star111","Big shark smart to trap ikan bilis, purposely push the price to eat those buy at peak price during lunch. Better stay away from this counter, No hope in all glove shares, sharks also want to out d."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Nov 30, 2021 3:46 PM","skcm2017","hahahahha....scary huh Sta111?"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Nov 30, 2021 3:47 PM","Keyman188","Amboi...Really !!!...
Is it catching ikan bilis like you !!!...
Keyman188 still holding...still playing swing...
Be more feasible trader....
Keyman188 now holding cost only 1.98++ after this few days swing swing...
If you don't know how to play around...
Keyman188 strongly advise you explore...research...study more 1st...
wkwkwk...kekeke...hehehe...
Posted by Star111 > Nov 30, 2021 3:42 PM | Report Abuse
Big shark smart to trap ikan bilis, purposely push the price to eat those buy at peak price during lunch. Better stay away from this counter, No hope in all glove shares, sharks also want to out d."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Nov 30, 2021 3:50 PM","Keyman188","Amboi...Keyman188 strongly advise you better set back for contra playing...for short term trading...
Keyman188 always highlighted so many times...
Market time to punish...time to kill all ""skim cepat kaya"" dreamer...
wkwkwk...kekeke...hehehe...
Posted by Star111 > Nov 30, 2021 3:42 PM | Report Abuse
Big shark smart to trap ikan bilis, purposely push the price to eat those buy at peak price during lunch. Better stay away from this counter, No hope in all glove shares, sharks also want to out d."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Nov 30, 2021 4:54 PM","idunwork","Last 10 minutes big sellers/buyers"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Nov 30, 2021 5:34 PM","Keyman188","Amboi...last call min...
Big Boys one shot throw 114 mil share to the market...
Today is the last day of reposition portfolio...
wkwkwk...kekeke...hehehe..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Nov 30, 2021 8:05 PM","skcm2017","Ikan bilis already has one year bonus with this Kossan with the omicron's rebound. big boys shot throw 114mil?.. It is not their money even."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Nov 30, 2021 9:53 PM","mf","Moderna, Regeneron, Meta Platforms Fall Premarket;"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Dec 1, 2021 9:35 AM","HIGHCHAPERAL","PLEASE STAY OUT OF GLOVES. IT IS FULLY SYNDICATE CONTROLLED AND EXTREMELY RISKY. EVERY UPWARD MOVEMENT IS AIMED AT TRAPPING INNOCENT RETAIL INVESTORS. PLEASE AVOID GLOVES AND OIL&GAS IN TOTALITY."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Dec 1, 2021 5:10 PM","NatsukoMishima","How msny times want to trap innocent bilis ? Fxxx to big shark , this time really fownward to rm 1.2x !"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Dec 1, 2021 5:25 PM","jianwei90","got trapped at 2.2 haha, seems like average down is needed."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Dec 1, 2021 7:55 PM","tamp0i","No need average down... Cut first then buy later... TP1.08, kekekke"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Dec 2, 2021 6:50 AM","MorningGlory123","Dow finishes 460 points lower in major reversal triggered by first U.S. omicron case
The major averages fell sharply, giving up solid gains, on Wednesday after the Centers for Disease Control and Prevention confirmed the first case of omicron in the U.S.
https://www.cnbc.com/2021/11/30/stock-market-futures-open-to-close-new..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Dec 2, 2021 8:20 AM","Ryan83","Gov. Gavin Newsom, in a press briefing Wednesday, said the patient is age 18 to 49 and had not received a booster shot because they were not six months out from their original vaccination course.
The person has mild symptoms, has not been hospitalized and is improving, Newsom said.
Dr. Mark Ghaly, California’s Health and Human Services secretary, said the fact that the patient is fully vaccinated and is improving underscores the importance of immunization."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Dec 2, 2021 8:25 AM","mf","The United States has confirmed its first case of the new, heavily mutated coronavirus variant called omicron, in Northern California.
The variant, initially known as B.1.1.529, was first detected in South Africa, the World Health Organization said.
Scientists will need a few weeks to determine how vaccines and treatments perform against the new variant."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Dec 2, 2021 8:57 AM","8dragon","Virus develop faster than science and technology.."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Dec 3, 2021 2:53 AM","gohkimhock","CNBC: ""Covid hospitalizations from Delta variant creep up again across America as Omicron lands in U.S.""
Quickly waning mRNA vaccine efficacy leads not only to surge in cases to nearly 100,000 a day but also to 20% increase in the US hospitalizations."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Dec 3, 2021 11:03 AM","somo1","Both Harta and Kossan been removed from the Syariah index. Expect Islamic funds to adjust their portfolio positions accordingly starting next week."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Dec 3, 2021 3:32 PM","MorningGlory123","Khairy: First Omicron case detected in Malaysia on Dec 2
KUALA LUMPUR (Dec 3): Malaysia on Thursday (Dec 2) detected its first case involving the Omicron variant of Covid-19 after a South African national tested positive for it, Health Minister Khairy Jamaluddin said on Friday.
https://www.theedgemarkets.com/article/covid19-malaysia-detects-first-...
*so scary coming to Malaysia"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Dec 4, 2021 8:27 AM","MorningGlory123","South Africa’s New Covid Cases Almost Quadruple in Four Days
The country recorded 16,055 infections in the last 24 hours and the positivity rate accelerated to 24.3% of tests from 16.5% on Tuesday, according to the National Institute for Communicable Diseases.
https://www.bloomberg.com/news/articles/2021-12-03/south-africa-covid-...
*global omicron virus spiking unstoppable"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Dec 4, 2021 9:30 AM","MorningGlory123","Covid Live Updates: Scientists Say Omicron Is Spreading Faster in South Africa Than Any Other Variant
The new research indicates that the variant can spread more easily than Delta, which was previously the fastest-moving version of the virus. Omicron has been found in at least six states, mostly among travelers.
https://www.nytimes.com/live/2021/12/03/world/omicron-variant-covid"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Dec 4, 2021 10:12 AM","MorningGlory123","Coronavirus Highlights: Amid Omicron Concerns, Samples From Delhi, Maharashtra Being Tested
India Covid Cases Highlights: India for the first time reported 'Omicron' cases with two cases being detected in Karnataka.
New Delhi: India logged a daily spike of 9,216 Covid cases today, taking the total tally of COVID-19 cases to 3,46,15,757. The active cases increased to 99,976, the Health Ministry data showed.
India also for the first time reported 'Omicron' cases with two cases being detected in Karnataka. The new strain of the virus has triggered a global alarm with several countries announcing restrictions to arrest the spread of the 'Variant of Concern', declared by the World Health Organisation (WHO). The variant was first detected in South Africa earlier this month. Since then, the new strain has already been detected in several European countries. 'Omicron' is said to be much more infectious than the Delta variant.
https://www.ndtv.com/india-news/coronavirus-india-live-updates-coronav...
*India Omicron outbreak again, so scary again"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Dec 4, 2021 10:45 AM","stockraider","Force labor problem loh!"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Dec 4, 2021 10:59 AM","MorningGlory123","Omicron Spreading in U.S.; Gilead Recalls Vials: Virus Update
The omicron variant is now in at least 10 U.S. states, and White House chief medical adviser Anthony Fauci said there is “absolutely” community spread. Gilead Sciences Inc. recalled two lots of its Covid-19 drug remdesivir in the U.S. after a complaint about glass particles in the vials.
The states of New Jersey, Pennsylvania, Missouri, Maryland and Nebraska reported omicron infections on Friday, and cases are guaranteed to keep on rising in the coming days, according to Fauci. Covid-19 infections in the U.S. have reached the highest level in two months.
https://www.bloomberg.com/news/articles/2021-12-03/omicron-in-eight-u-...
*unavoidable virus spiking at western countries"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Dec 4, 2021 11:01 AM","gohkimhock","at this point of time, it is better to go for cash generating companies which pay dividends. Glove counters could stage another rebound easily.. Stay away from those companies which have extremely high debt."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Dec 4, 2021 9:02 PM","whocare1982","https://youtu.be/JvZNdxR_3f4
(马股)KOSSAN价值浮现？！"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Dec 5, 2021 2:03 PM","MorningGlory123","Australia Confirms Community Transmission of Omicron Variant
Five people in Sydney, Australia’s largest city, have contracted the omicron variant of the coronavirus locally, New South Wales health authorities confirmed.
https://www.bloomberg.com/news/articles/2021-12-05/australia-confirms-..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Dec 5, 2021 9:22 PM","MorningGlory123","Zambia records Omicron cases as new strain spreads
New COVID-19 variant spreads to more than 40 countries, sending alarms and triggering travel curbs.
The Omicron variant has been detected in 41 countries, up from 23 just two days ago.
https://www.google.com/amp/s/www.aljazeera.com/amp/news/2021/12/4/fact..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Dec 6, 2021 8:17 AM","MorningGlory123","COVID-19 | More Omicron cases detected in U.S. as hospitals strain under virus surge
New York announced three more cases of the Omicron variant of the coronavirus on December 4, bringing the number of state cases linked to the new variant to eight.
“The Omicron variant is here, and as anticipated we are seeing the beginning of community spread,” state Health Commissioner Mary Bassett said in a news release.
https://www.thehindu.com/news/international/covid-19-more-omicron-case..."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Dec 6, 2021 8:28 AM","mf","World
Omicron variant found in nearly one-third of US states
4 hours ago"
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Dec 6, 2021 10:50 AM","bang_miskin","This counter too cheap to ignore. Consider adding some very soon."
"https://klse.i3investor.com/servlets/forum/800001389.jsp?ftp=262","Dec 6, 2021 1:34 PM","alibiii","Sometimes the market really puzzling. Kossan share price now is even lower than before omicron discovered. If ppl are worried about omicron, then overall market should drop and glove should up. But now both glove and overall down"
