fintec_url_date_date;fintec_url_date_user;fintec_url_date_comments
18/3/2021 16:24;8888_;1.6 billion shares Focus if divide 3.37 billion Fintec shares 1 person entitle how many Focus? About 0.47 ratio?
19/3/2021 6:42;Elitetrader;Dream on.
19/3/2021 8:54;Peru1968;Next Fintec AGM retailer/shareholders should attend in full force. We need explanation on company direction. Always show paper profits but no substance.
19/3/2021 8:56;Bgt 9963;
19/3/2021 10:20;EmperorFund;"Saudee...
AT loves Asdion
All a part of a GRAND PLAN !!!"
19/3/2021 10:35;Ding HL Allan;Fintec directors are waiting for the right moment to strike. Just see.
19/3/2021 15:32;8888_;"How they strike? Open market they never buy you don't know meh?
Posted by Ding HL Allan > Mar 19, 2021 10:35 AM | Report Abuse
Fintec directors are waiting for the right moment to strike. Just see."
19/3/2021 16:04;8888_;Saudee next Focus?
19/3/2021 18:07;ID007;When dis will fly
20/3/2021 0:28;numberone;"Congratulation all XOX supporter. Another 30% ESOS which potentially make total number of share to 5.1Billion units. 5.1 Billions you know, the one ended with B. Or 5100million units of shares and keep talking about the historical high profit of RM 5.7 mil (with fake unrealized gain).
Discover anything today?
Bid Queue Sell Queue
1,120,295 - 0.065 62,052 - 0.070
822,154 - 0.060 516,486 - 0.075
Why is the 0.065 Bid Q so huge today? A lot of players plan to buy, good support like what the cybertropers said? and Why is the 0.070 Sell Q so small? A lot of players eat up the Q? WRONG...
Operation put a big block at 0.065 for few weeks to make sure that NO RETAILS can get the the 0.065 tickets as they wanted to fix the price at 0.070. So that the new ESOS price can be fixed around ~0.63sen or lower (10% Discount from the average price, which is around 7sen). They want retails to buy at 0.07 or higher. After finish the 0.070 Q, they will put more tickets at 0.07 again and repeat.
After getting the new ESOS, they will release some HOA, LOA, MOU or any kind of rubbish collaboration news between their rotten companies. Then they will put a big block at 0.075 (make sure all their tickets are Q in front of retails tickets). And make the 0.07 Q small enough for them to sell with news. So those who bought at 0.07 now, have to sell back at max 0.07 (lose broker fee, but most of the retails dream that operator will push higher than 0.07, so they wait). From time to time, the 0.07 will be finished and eat into 0.075 which are all their tickets, but no way they will push higher.
In short, retail can only buy at 0.07 now, and after ESOS, they can only sell at 0.07, if you insist to trying your luck, maybe you buy now, then can start to Q from now until next month..
Warning sudah bagi, even give the details on how they operate, and still ppl talking about chart la, this la, that la.. XOX bought macpie cheap cheap and now already gain 40% la 50% la etc. Did XOX sell any of the Macpie tickets to get CASH? NO, the operator gang heavily bought into the Macpie shares at lower price, then now they want to use XOX money to buy those tickets from them at ridiculously higher price.
Let me tell you another operator secret. Did you realized that why are all the ""small"" counters (MACPIE, NEXION, CHEETAH and etc) which has news related to XOX fly like no tomorrow but XOX not flying?? Because XOX is the FOCUS counter, meaning they will keep issuing ESOS, SIS, Private Placement, Right Issue to XOX to bring in cash to the company. Then will sell those cheap tickets to the public hands at only 5%-10% gains (example, ESOS at 6.3sen, then sell at 7-7.5sen). Then they will take their cash to go buy Macpie, Nexion, Cheetah (those attached counters) at LOW price. Then at the end, they will use the XOX's cash to goreng up those attached counters until crazy price and buy the expensive tickets from their hands to ENCASH. Explain until like this still cannot understand how they manipulate all the counters??
Yes, if you want a goreng counters, go buy those ATTACHED COUNTERS, NOT the focused on like XOX. However, no body know which is the attach counter before they announced the news. Once they announced the news about which counter is having ""relationship"" with XOX, the attach counter's share price already 3x or 4x folds high, and you still dare to buy? Of course, at the end, XOX will use up all their cash to buy from the operators at high price.
XOX (Focused counter) ---> MACPIE, CHEETAH, NEXION and etc (attached counters)
Go to the list again of what company they owned, you will see that those FOCUSED counters share price keep going down after each SIS/ESOS/PP, but those attached counters keep going up after BIG news announced.
Those who already realized and escaped, thanks me later. Those stubborn one, all the best to you. To the cybertroopers, sorry that I disclose all your tactics, but don worry, there are still plenty of fish for you to catch."
20/3/2021 8:56;Citadel00;
20/3/2021 21:16;MF0001;"FINTEC GIVE U 0.30
U SURE WILL LAUGH
:DDDDDDDDDDDDDDDDDDDDDDDDDDDD"
20/3/2021 21:16;MF0001;"SOME SURE WILL CRY
COZ NEVER BUY
CHEAP KEEP CONDEMN
:DDDDDDDDDDDDDDDDDDDDDDD"
20/3/2021 21:16;MF0001;"WHAT TO DO
ONI KNOW HOW TO TROLL
WASTE TIME
:DDDDDDDDDDDDDDDDDDDDDDDDDDDDD"
20/3/2021 23:06;Elitetrader;I still keep
20/3/2021 23:26;taihai;rubbish??? why 3.8b ?? for what??
22/3/2021 9:15;8888_;Lousy promoters here? Focus up(bec LKL news) every1 blind?
22/3/2021 9:20;Elitetrader;Stll stuck at 7 sen feeding.
22/3/2021 10:50;AuntyP;Number One, thank you. Your explanation shed a lot of light for me.
22/3/2021 15:18;Starisborn;"Since Fintec do not know what to do with their investments.....why not consider distributing all these investments back to all its shareholders....in specie or FOC...as dividend.
Today, distribute Focus shares, tomorrow AT shares, the day after Saudee shares and Komark shares on the fourth day. By fifth day, I am pretty sure Fintec price will be 5X easily....and all stakeholders would be laughing to the bank."
22/3/2021 15:45;Musang King;Clap ! Clap ! Clap ! That's correct. Starisborn. I hope Fintec do as you said.
22/3/2021 16:16;ID007;why this counter so quiet de?
22/3/2021 19:43;numberone;
22/3/2021 19:44;numberone;"FINTEC and XOX both same gang at Menara Lien How
Congratulation all XOX supporter. Another 30% ESOS which potentially make total number of share to 5.1Billion units. 5.1 Billions you know, the one ended with B. Or 5100million units of shares and keep talking about the historical high profit of RM 5.7 mil (with fake unrealized gain).
Discover anything today?
Bid Queue Sell Queue
1,120,295 - 0.065 62,052 - 0.070
822,154 - 0.060 516,486 - 0.075
Why is the 0.065 Bid Q so huge today? A lot of players plan to buy, good support like what the cybertropers said? and Why is the 0.070 Sell Q so small? A lot of players eat up the Q? WRONG...
Operation put a big block at 0.065 for few weeks to make sure that NO RETAILS can get the the 0.065 tickets as they wanted to fix the price at 0.070. So that the new ESOS price can be fixed around ~0.63sen or lower (10% Discount from the average price, which is around 7sen). They want retails to buy at 0.07 or higher. After finish the 0.070 Q, they will put more tickets at 0.07 again and repeat.
After getting the new ESOS, they will release some HOA, LOA, MOU or any kind of rubbish collaboration news between their rotten companies. Then they will put a big block at 0.075 (make sure all their tickets are Q in front of retails tickets). And make the 0.07 Q small enough for them to sell with news. So those who bought at 0.07 now, have to sell back at max 0.07 (lose broker fee, but most of the retails dream that operator will push higher than 0.07, so they wait). From time to time, the 0.07 will be finished and eat into 0.075 which are all their tickets, but no way they will push higher.
In short, retail can only buy at 0.07 now, and after ESOS, they can only sell at 0.07, if you insist to trying your luck, maybe you buy now, then can start to Q from now until next month..
Warning sudah bagi, even give the details on how they operate, and still ppl talking about chart la, this la, that la.. XOX bought macpie cheap cheap and now already gain 40% la 50% la etc. Did XOX sell any of the Macpie tickets to get CASH? NO, the operator gang heavily bought into the Macpie shares at lower price, then now they want to use XOX money to buy those tickets from them at ridiculously higher price.
Let me tell you another operator secret. Did you realized that why are all the ""small"" counters (MACPIE, NEXION, CHEETAH and etc) which has news related to XOX fly like no tomorrow but XOX not flying?? Because XOX is the FOCUS counter, meaning they will keep issuing ESOS, SIS, Private Placement, Right Issue to XOX to bring in cash to the company. Then will sell those cheap tickets to the public hands at only 5%-10% gains (example, ESOS at 6.3sen, then sell at 7-7.5sen). Then they will take their cash to go buy Macpie, Nexion, Cheetah (those attached counters) at LOW price. Then at the end, they will use the XOX's cash to goreng up those attached counters until crazy price and buy the expensive tickets from their hands to ENCASH. Explain until like this still cannot understand how they manipulate all the counters??
Yes, if you want a goreng counters, go buy those ATTACHED COUNTERS, NOT the focused on like XOX. However, no body know which is the attach counter before they announced the news. Once they announced the news about which counter is having ""relationship"" with XOX, the attach counter's share price already 3x or 4x folds high, and you still dare to buy? Of course, at the end, XOX will use up all their cash to buy from the operators at high price.
XOX (Focused counter) ---> MACPIE, CHEETAH, NEXION and etc (attached counters)
Go to the list again of what company they owned, you will see that those FOCUSED counters share price keep going down after each SIS/ESOS/PP, but those attached counters keep going up after BIG news announced.
Those who already realized and escaped, thanks me later. Those stubborn one, all the best to you. To the cybertroopers, sorry that I disclose all your tactics, but don worry, there are still plenty of fish for you to catch."
23/3/2021 5:06;8888_;Some big kakis sapu 7 sen?
23/3/2021 7:28;newbie5354_;Among Fintec shares only Focus is good? Why the rest(eg Saudee, DGB, Netx, Mlab, etc) Fintec cannot sell sifus have answer?
23/3/2021 13:19;Sales;How come qtr report not yet come out. Very funny stock
23/3/2021 13:20;Sales;So much cash, please give us 0.01sen dividend. Thank you.
23/3/2021 21:59;numberone;
23/3/2021 23:01;theteoh;The dilution is real crazy....
24/3/2021 9:14;Elitetrader;Fintec looked like moving but volume too low
24/3/2021 9:15;LossAversion;Syndicate stock. Better buy stocks that Fintec has invested than holding Fintec!!!
24/3/2021 9:35;gateway31;so good news.. get 26mil cash also no movement...
24/3/2021 9:36;LossAversion;Just see where the 26mil goes....Invest in that better!
24/3/2021 10:59;Hidup_PN;7 sen so cheap why nobody want?
24/3/2021 11:00;Hidup_PN;Muhyiddin son/son in law why not interested? BOD lousy cannot promote?
24/3/2021 11:01;Hidup_PN;Mak Siew Wei so many JV with Fintec why not interested?
24/3/2021 11:04;Hidup_PN;Gocean, Saudee, AT not belong to Mak? Why must Fintec have JV when no gain?
24/3/2021 11:07;JK22;Continuous 6 QTRs make profits ..No only profit, but HUGE profits , but records show so far only given right issue and consolidate ???
24/3/2021 11:49;Hidup_PN;Share consolidate is tipu haha.
24/3/2021 12:13;Hidup_PN;"If you have a lot of shares after sell what you have if not cash?
Posted by Elitetrader > Mar 23, 2021 8:23 PM | Report Abuse
Errr...how u know got ""so much cash?"" Fund a mental analysis?"
24/3/2021 12:15;Hidup_PN;Focus give as FOC shares to every shareholders nobody will suggest to BOD/Fintec IR?
24/3/2021 14:21;Buylowandrun;"FINTEC and XOX both same gang at Menara Lien How
Congratulation all XOX supporter. Another 30% ESOS which potentially make total number of share to 5.1Billion units. 5.1 Billions you know, the one ended with B. Or 5100million units of shares and keep talking about the historical high profit of RM 5.7 mil (with fake unrealized gain).
Discover anything today?
Bid Queue Sell Queue
1,120,295 - 0.065 62,052 - 0.070
822,154 - 0.060 516,486 - 0.075
Why is the 0.065 Bid Q so huge today? A lot of players plan to buy, good support like what the cybertropers said? and Why is the 0.070 Sell Q so small? A lot of players eat up the Q? WRONG...
Operation put a big block at 0.065 for few weeks to make sure that NO RETAILS can get the the 0.065 tickets as they wanted to fix the price at 0.070. So that the new ESOS price can be fixed around ~0.63sen or lower (10% Discount from the average price, which is around 7sen). They want retails to buy at 0.07 or higher. After finish the 0.070 Q, they will put more tickets at 0.07 again and repeat.
After getting the new ESOS, they will release some HOA, LOA, MOU or any kind of rubbish collaboration news between their rotten companies. Then they will put a big block at 0.075 (make sure all their tickets are Q in front of retails tickets). And make the 0.07 Q small enough for them to sell with news. So those who bought at 0.07 now, have to sell back at max 0.07 (lose broker fee, but most of the retails dream that operator will push higher than 0.07, so they wait). From time to time, the 0.07 will be finished and eat into 0.075 which are all their tickets, but no way they will push higher.
In short, retail can only buy at 0.07 now, and after ESOS, they can only sell at 0.07, if you insist to trying your luck, maybe you buy now, then can start to Q from now until next month..
Warning sudah bagi, even give the details on how they operate, and still ppl talking about chart la, this la, that la.. XOX bought macpie cheap cheap and now already gain 40% la 50% la etc. Did XOX sell any of the Macpie tickets to get CASH? NO, the operator gang heavily bought into the Macpie shares at lower price, then now they want to use XOX money to buy those tickets from them at ridiculously higher price.
Let me tell you another operator secret. Did you realized that why are all the ""small"" counters (MACPIE, NEXION, CHEETAH and etc) which has news related to XOX fly like no tomorrow but XOX not flying?? Because XOX is the FOCUS counter, meaning they will keep issuing ESOS, SIS, Private Placement, Right Issue to XOX to bring in cash to the company. Then will sell those cheap tickets to the public hands at only 5%-10% gains (example, ESOS at 6.3sen, then sell at 7-7.5sen). Then they will take their cash to go buy Macpie, Nexion, Cheetah (those attached counters) at LOW price. Then at the end, they will use the XOX's cash to goreng up those attached counters until crazy price and buy the expensive tickets from their hands to ENCASH. Explain until like this still cannot understand how they manipulate all the counters??
Yes, if you want a goreng counters, go buy those ATTACHED COUNTERS, NOT the focused on like XOX. However, no body know which is the attach counter before they announced the news. Once they announced the news about which counter is having ""relationship"" with XOX, the attach counter's share price already 3x or 4x folds high, and you still dare to buy? Of course, at the end, XOX will use up all their cash to buy from the operators at high price.
XOX (Focused counter) ---> MACPIE, CHEETAH, NEXION and etc (attached counters)
Go to the list again of what company they owned, you will see that those FOCUSED counters share price keep going down after each SIS/ESOS/PP, but those attached counters keep going up after BIG news announced.
Those who already realized and escaped, thanks me later. Those stubborn one, all the best to you. To the cybertroopers, sorry that I disclose all your tactics, but don worry, there are still plenty of fish for you to catch."
24/3/2021 14:21;Buylowandrun;"FINTEC and XOX both same gang at Menara Lien How
Congratulation all XOX supporter. Another 30% ESOS which potentially make total number of share to 5.1Billion units. 5.1 Billions you know, the one ended with B. Or 5100million units of shares and keep talking about the historical high profit of RM 5.7 mil (with fake unrealized gain).
Discover anything today?
Bid Queue Sell Queue
1,120,295 - 0.065 62,052 - 0.070
822,154 - 0.060 516,486 - 0.075
Why is the 0.065 Bid Q so huge today? A lot of players plan to buy, good support like what the cybertropers said? and Why is the 0.070 Sell Q so small? A lot of players eat up the Q? WRONG...
Operation put a big block at 0.065 for few weeks to make sure that NO RETAILS can get the the 0.065 tickets as they wanted to fix the price at 0.070. So that the new ESOS price can be fixed around ~0.63sen or lower (10% Discount from the average price, which is around 7sen). They want retails to buy at 0.07 or higher. After finish the 0.070 Q, they will put more tickets at 0.07 again and repeat.
After getting the new ESOS, they will release some HOA, LOA, MOU or any kind of rubbish collaboration news between their rotten companies. Then they will put a big block at 0.075 (make sure all their tickets are Q in front of retails tickets). And make the 0.07 Q small enough for them to sell with news. So those who bought at 0.07 now, have to sell back at max 0.07 (lose broker fee, but most of the retails dream that operator will push higher than 0.07, so they wait). From time to time, the 0.07 will be finished and eat into 0.075 which are all their tickets, but no way they will push higher.
In short, retail can only buy at 0.07 now, and after ESOS, they can only sell at 0.07, if you insist to trying your luck, maybe you buy now, then can start to Q from now until next month..
Warning sudah bagi, even give the details on how they operate, and still ppl talking about chart la, this la, that la.. XOX bought macpie cheap cheap and now already gain 40% la 50% la etc. Did XOX sell any of the Macpie tickets to get CASH? NO, the operator gang heavily bought into the Macpie shares at lower price, then now they want to use XOX money to buy those tickets from them at ridiculously higher price.
Let me tell you another operator secret. Did you realized that why are all the ""small"" counters (MACPIE, NEXION, CHEETAH and etc) which has news related to XOX fly like no tomorrow but XOX not flying?? Because XOX is the FOCUS counter, meaning they will keep issuing ESOS, SIS, Private Placement, Right Issue to XOX to bring in cash to the company. Then will sell those cheap tickets to the public hands at only 5%-10% gains (example, ESOS at 6.3sen, then sell at 7-7.5sen). Then they will take their cash to go buy Macpie, Nexion, Cheetah (those attached counters) at LOW price. Then at the end, they will use the XOX's cash to goreng up those attached counters until crazy price and buy the expensive tickets from their hands to ENCASH. Explain until like this still cannot understand how they manipulate all the counters??
Yes, if you want a goreng counters, go buy those ATTACHED COUNTERS, NOT the focused on like XOX. However, no body know which is the attach counter before they announced the news. Once they announced the news about which counter is having ""relationship"" with XOX, the attach counter's share price already 3x or 4x folds high, and you still dare to buy? Of course, at the end, XOX will use up all their cash to buy from the operators at high price.
XOX (Focused counter) ---> MACPIE, CHEETAH, NEXION and etc (attached counters)
Go to the list again of what company they owned, you will see that those FOCUSED counters share price keep going down after each SIS/ESOS/PP, but those attached counters keep going up after BIG news announced.
Those who already realized and escaped, thanks me later. Those stubborn one, all the best to you. To the cybertroopers, sorry that I disclose all your tactics, but don worry, there are still plenty of fish for you to catch."
24/3/2021 14:28;foreign_fund;Buylowandrun is operator? He scared every1?
24/3/2021 16:41;Stockskid;Wow so many people buy and dump at same price oh? Small shark throwing share ? Today I collect thousand lots still appear so many unit again now ..
24/3/2021 21:09;hwl5211;Good news for FinTech, no more SIS able to be issued in the near future.
24/3/2021 21:16;hwl5211;https://www.klsescreener.com/v2/announcements/view/3330223
25/3/2021 10:16;Fintec;Complain JackMa123 is fake id better haha.
25/3/2021 10:19;Fintec;"If any1 don't like pls vote no in EGM.
hwl5211 Good news for FinTech, no more SIS able to be issued in the near future.
24/03/2021 9:09 PM"
25/3/2021 10:20;Fintec;Insiders collect 30%? Can declare dividend?
25/3/2021 14:12;EmperorFund;A NEW POWER IS COMING ! Watch and See !
25/3/2021 14:45;Buylowandrun;"FINTEC and XOX both same gang at Menara Lien How
Congratulation all XOX supporter. Another 30% ESOS which potentially make total number of share to 5.1Billion units. 5.1 Billions you know, the one ended with B. Or 5100million units of shares and keep talking about the historical high profit of RM 5.7 mil (with fake unrealized gain).
Discover anything today?
Bid Queue Sell Queue
1,120,295 - 0.065 62,052 - 0.070
822,154 - 0.060 516,486 - 0.075
Why is the 0.065 Bid Q so huge today? A lot of players plan to buy, good support like what the cybertropers said? and Why is the 0.070 Sell Q so small? A lot of players eat up the Q? WRONG...
Operation put a big block at 0.065 for few weeks to make sure that NO RETAILS can get the the 0.065 tickets as they wanted to fix the price at 0.070. So that the new ESOS price can be fixed around ~0.63sen or lower (10% Discount from the average price, which is around 7sen). They want retails to buy at 0.07 or higher. After finish the 0.070 Q, they will put more tickets at 0.07 again and repeat.
After getting the new ESOS, they will release some HOA, LOA, MOU or any kind of rubbish collaboration news between their rotten companies. Then they will put a big block at 0.075 (make sure all their tickets are Q in front of retails tickets). And make the 0.07 Q small enough for them to sell with news. So those who bought at 0.07 now, have to sell back at max 0.07 (lose broker fee, but most of the retails dream that operator will push higher than 0.07, so they wait). From time to time, the 0.07 will be finished and eat into 0.075 which are all their tickets, but no way they will push higher.
In short, retail can only buy at 0.07 now, and after ESOS, they can only sell at 0.07, if you insist to trying your luck, maybe you buy now, then can start to Q from now until next month..
Warning sudah bagi, even give the details on how they operate, and still ppl talking about chart la, this la, that la.. XOX bought macpie cheap cheap and now already gain 40% la 50% la etc. Did XOX sell any of the Macpie tickets to get CASH? NO, the operator gang heavily bought into the Macpie shares at lower price, then now they want to use XOX money to buy those tickets from them at ridiculously higher price.
Let me tell you another operator secret. Did you realized that why are all the ""small"" counters (MACPIE, NEXION, CHEETAH and etc) which has news related to XOX fly like no tomorrow but XOX not flying?? Because XOX is the FOCUS counter, meaning they will keep issuing ESOS, SIS, Private Placement, Right Issue to XOX to bring in cash to the company. Then will sell those cheap tickets to the public hands at only 5%-10% gains (example, ESOS at 6.3sen, then sell at 7-7.5sen). Then they will take their cash to go buy Macpie, Nexion, Cheetah (those attached counters) at LOW price. Then at the end, they will use the XOX's cash to goreng up those attached counters until crazy price and buy the expensive tickets from their hands to ENCASH. Explain until like this still cannot understand how they manipulate all the counters??
Yes, if you want a goreng counters, go buy those ATTACHED COUNTERS, NOT the focused on like XOX. However, no body know which is the attach counter before they announced the news. Once they announced the news about which counter is having ""relationship"" with XOX, the attach counter's share price already 3x or 4x folds high, and you still dare to buy? Of course, at the end, XOX will use up all their cash to buy from the operators at high price.
XOX (Focused counter) ---> MACPIE, CHEETAH, NEXION and etc (attached counters)
Go to the list again of what company they owned, you will see that those FOCUSED counters share price keep going down after each SIS/ESOS/PP, but those attached counters keep going up after BIG news announced.
Those who already realized and escaped, thanks me later. Those stubborn one, all the best to you. To the cybertroopers, sorry that I disclose all your tactics, but don worry, there are still plenty of fish for you to catch."
25/3/2021 15:06;khtann;look like a trap...
25/3/2021 15:08;Kishin Sham Mahtani;7 cent dance hopeless counter can never go up....very Con Counter this
25/3/2021 15:17;lauys96;This shit con counter
25/3/2021 15:21;easonchow;pump power too low , cant up to 0.075 pun
25/3/2021 15:47;charlie chia;"Volume catching up
What is up
Good QR result
Declare dividend"
25/3/2021 15:49;Kishin Sham Mahtani;someone throwing at 7 cents ....no power, no QR report, is BUSRA sleeping on all these Con Counter
25/3/2021 15:55;MAX8186;Left hand sell, right hand buy. Right hand sell, left hand buy. When no one buys, this will be toilet paper.
25/3/2021 15:59;MAX8186;This counter should be delisted. Inexperienced investors will get conned.
25/3/2021 16:22;ID007;time to buy.
25/3/2021 16:33;Invest_Wisely;Time to fly high...... Yahoooooooooooooooo
25/3/2021 17:09;OpporturnityHunter;
25/3/2021 18:45;MAX8186;SC and MACC should investigate these companies for fraud. Splash their pictures across the media in handcuffs and yellow shirts.
25/3/2021 20:07;Buylowandrun;"FINTEC and XOX both same gang at Menara Lien How
Congratulation all XOX supporter. Another 30% ESOS which potentially make total number of share to 5.1Billion units. 5.1 Billions you know, the one ended with B. Or 5100million units of shares and keep talking about the historical high profit of RM 5.7 mil (with fake unrealized gain).
Discover anything today?
Bid Queue Sell Queue
1,120,295 - 0.065 62,052 - 0.070
822,154 - 0.060 516,486 - 0.075
Why is the 0.065 Bid Q so huge today? A lot of players plan to buy, good support like what the cybertropers said? and Why is the 0.070 Sell Q so small? A lot of players eat up the Q? WRONG...
Operation put a big block at 0.065 for few weeks to make sure that NO RETAILS can get the the 0.065 tickets as they wanted to fix the price at 0.070. So that the new ESOS price can be fixed around ~0.63sen or lower (10% Discount from the average price, which is around 7sen). They want retails to buy at 0.07 or higher. After finish the 0.070 Q, they will put more tickets at 0.07 again and repeat.
After getting the new ESOS, they will release some HOA, LOA, MOU or any kind of rubbish collaboration news between their rotten companies. Then they will put a big block at 0.075 (make sure all their tickets are Q in front of retails tickets). And make the 0.07 Q small enough for them to sell with news. So those who bought at 0.07 now, have to sell back at max 0.07 (lose broker fee, but most of the retails dream that operator will push higher than 0.07, so they wait). From time to time, the 0.07 will be finished and eat into 0.075 which are all their tickets, but no way they will push higher.
In short, retail can only buy at 0.07 now, and after ESOS, they can only sell at 0.07, if you insist to trying your luck, maybe you buy now, then can start to Q from now until next month..
Warning sudah bagi, even give the details on how they operate, and still ppl talking about chart la, this la, that la.. XOX bought macpie cheap cheap and now already gain 40% la 50% la etc. Did XOX sell any of the Macpie tickets to get CASH? NO, the operator gang heavily bought into the Macpie shares at lower price, then now they want to use XOX money to buy those tickets from them at ridiculously higher price.
Let me tell you another operator secret. Did you realized that why are all the ""small"" counters (MACPIE, NEXION, CHEETAH and etc) which has news related to XOX fly like no tomorrow but XOX not flying?? Because XOX is the FOCUS counter, meaning they will keep issuing ESOS, SIS, Private Placement, Right Issue to XOX to bring in cash to the company. Then will sell those cheap tickets to the public hands at only 5%-10% gains (example, ESOS at 6.3sen, then sell at 7-7.5sen). Then they will take their cash to go buy Macpie, Nexion, Cheetah (those attached counters) at LOW price. Then at the end, they will use the XOX's cash to goreng up those attached counters until crazy price and buy the expensive tickets from their hands to ENCASH. Explain until like this still cannot understand how they manipulate all the counters??
Yes, if you want a goreng counters, go buy those ATTACHED COUNTERS, NOT the focused on like XOX. However, no body know which is the attach counter before they announced the news. Once they announced the news about which counter is having ""relationship"" with XOX, the attach counter's share price already 3x or 4x folds high, and you still dare to buy? Of course, at the end, XOX will use up all their cash to buy from the operators at high price.
XOX (Focused counter) ---> MACPIE, CHEETAH, NEXION and etc (attached counters)
Go to the list again of what company they owned, you will see that those FOCUSED counters share price keep going down after each SIS/ESOS/PP, but those attached counters keep going up after BIG news announced.
Those who already realized and escaped, thanks me later. Those stubborn one, all the best to you. To the cybertroopers, sorry that I disclose all your tactics, but don worry, there are still plenty of fish for you to catch.
25/03/2021 2:45 PM"
26/3/2021 9:22;Useless;Shareholders like my ID?
26/3/2021 9:22;Useless;Call Fintec IR you lose RM 10K or share down worse?
26/3/2021 9:23;Useless;I know what you want to complain. If complain in i3 no use why cannot write to SC or call?
26/3/2021 9:25;Useless;"Contact Us - ABOUT | Securities Commission Malaysiahttps://www.sc.com.my › about › contact-us
Consumer & Investor Office · +603-6204 8999 · +603-6204 8991 · aduan@seccom.com.my ..."
26/3/2021 9:26;Useless;Consumer & Investor Office · +603-6204 8999 · +603-6204 8991
26/3/2021 10:06;Useless;aduan@seccom.com.my can see or not those have Fintec? Or you posts here no Fintec can answer me?
26/3/2021 10:12;Useless;"Can we talk? You have Fintec or not? Just answer ""Yes"" or ""No"" enough.
Posted by Buylowandrun > Mar 25, 2021 8:07 PM | Report Abuse
FINTEC and XOX both same gang at Menara Lien How"
26/3/2021 10:15;EmperorFund;BIG BIG BIG GOOD NEWS COMING !!!
26/3/2021 10:25;Useless;7 sen like high condo price got use?
26/3/2021 10:27;Useless;RI 8 sen why SC can approve when it is also con after 3 months?
26/3/2021 10:43;Useless;"If you cannot answer can you no more post?
Useless Can we talk? You have Fintec or not? Just answer ""Yes"" or ""No"" enough.
Posted by Buylowandrun > Mar 25, 2021 8:07 PM | Report Abuse
FINTEC and XOX both same gang at Menara Lien How
26/03/2021 10:12 AM"
26/3/2021 10:45;Useless;"BN like my ID we kicked them out in GE14; next is PN in GE15?"
26/3/2021 13:49;Buylowandrun;"FINTEC and XOX both same gang at Menara Lien How
Congratulation all XOX supporter. Another 30% ESOS which potentially make total number of share to 5.1Billion units. 5.1 Billions you know, the one ended with B. Or 5100million units of shares and keep talking about the historical high profit of RM 5.7 mil (with fake unrealized gain).
Discover anything today?
Bid Queue Sell Queue
1,120,295 - 0.065 62,052 - 0.070
822,154 - 0.060 516,486 - 0.075
Why is the 0.065 Bid Q so huge today? A lot of players plan to buy, good support like what the cybertropers said? and Why is the 0.070 Sell Q so small? A lot of players eat up the Q? WRONG...
Operation put a big block at 0.065 for few weeks to make sure that NO RETAILS can get the the 0.065 tickets as they wanted to fix the price at 0.070. So that the new ESOS price can be fixed around ~0.63sen or lower (10% Discount from the average price, which is around 7sen). They want retails to buy at 0.07 or higher. After finish the 0.070 Q, they will put more tickets at 0.07 again and repeat.
After getting the new ESOS, they will release some HOA, LOA, MOU or any kind of rubbish collaboration news between their rotten companies. Then they will put a big block at 0.075 (make sure all their tickets are Q in front of retails tickets). And make the 0.07 Q small enough for them to sell with news. So those who bought at 0.07 now, have to sell back at max 0.07 (lose broker fee, but most of the retails dream that operator will push higher than 0.07, so they wait). From time to time, the 0.07 will be finished and eat into 0.075 which are all their tickets, but no way they will push higher.
In short, retail can only buy at 0.07 now, and after ESOS, they can only sell at 0.07, if you insist to trying your luck, maybe you buy now, then can start to Q from now until next month..
Warning sudah bagi, even give the details on how they operate, and still ppl talking about chart la, this la, that la.. XOX bought macpie cheap cheap and now already gain 40% la 50% la etc. Did XOX sell any of the Macpie tickets to get CASH? NO, the operator gang heavily bought into the Macpie shares at lower price, then now they want to use XOX money to buy those tickets from them at ridiculously higher price.
Let me tell you another operator secret. Did you realized that why are all the ""small"" counters (MACPIE, NEXION, CHEETAH and etc) which has news related to XOX fly like no tomorrow but XOX not flying?? Because XOX is the FOCUS counter, meaning they will keep issuing ESOS, SIS, Private Placement, Right Issue to XOX to bring in cash to the company. Then will sell those cheap tickets to the public hands at only 5%-10% gains (example, ESOS at 6.3sen, then sell at 7-7.5sen). Then they will take their cash to go buy Macpie, Nexion, Cheetah (those attached counters) at LOW price. Then at the end, they will use the XOX's cash to goreng up those attached counters until crazy price and buy the expensive tickets from their hands to ENCASH. Explain until like this still cannot understand how they manipulate all the counters??
Yes, if you want a goreng counters, go buy those ATTACHED COUNTERS, NOT the focused on like XOX. However, no body know which is the attach counter before they announced the news. Once they announced the news about which counter is having ""relationship"" with XOX, the attach counter's share price already 3x or 4x folds high, and you still dare to buy? Of course, at the end, XOX will use up all their cash to buy from the operators at high price.
XOX (Focused counter) ---> MACPIE, CHEETAH, NEXION and etc (attached counters)
Go to the list again of what company they owned, you will see that those FOCUSED counters share price keep going down after each SIS/ESOS/PP, but those attached counters keep going up after BIG news announced.
Those who already realized and escaped, thanks me later. Those stubborn one, all the best to you. To the cybertroopers, sorry that I disclose all your tactics, but don worry, there are still plenty of fish for you to catch."
26/3/2021 15:10;Kishin Sham Mahtani;every day rubbish con stock throw at 7 cents block ....
