"hwgb_urls_link","hwgb_urls_date_date","hwgb_urls_date_user","hwgb_urls_date_comments"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=107","Jan 8, 2021 8:43 PM","MF0001","0.80~
:D"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=107","Jan 8, 2021 9:23 PM","kinkizz29","Why silent hwgb ?... Are they doing vaccine business now?.."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=107","Jan 9, 2021 8:24 AM","MaBadri","Hc naik giler goler"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=107","Jan 10, 2021 1:16 AM","Stockhunter88","Pal claim where?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=107","Jan 11, 2021 10:00 AM","nasgee","starttt vrooomm ...faster"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=107","Jan 11, 2021 12:20 PM","Swoosh","bintai very fasst lo what engine they use hah...crazy 20%up in this first half session..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=107","Jan 11, 2021 3:36 PM","Jonathan Keung","Bintai leads - HWGB just tagged along"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=107","Jan 11, 2021 4:42 PM","maxstore769","gogogog"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=107","Jan 11, 2021 4:51 PM","jkfost","weekly chart nice"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=107","Jan 11, 2021 5:00 PM","jagdish1970","hmm...yup juicy chart...might move very soon up"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=107","Jan 12, 2021 9:08 AM","jkfost","go go nice chart. go follow bintai. still far tp"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=107","Jan 12, 2021 9:20 AM","scjm","only retailers and small timed goreng kaki are in at the moment ...very short term resistance 63 to 64 once clear it is 67.5"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=107","Jan 12, 2021 9:37 AM","Plantermen","Big players watching and accumulating after recent sharp retracement"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=107","Jan 12, 2021 10:03 AM","jkfost","one news about the 'darurat' market go crazy suddenly"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=107","Jan 12, 2021 2:16 PM","scjm","now sideways so need to see it break the recent high 68 to see the price moves higher up with a bit of faster pace; in any case so long as the price stayed above the 200 EMA which presently it is and with the bullish engulfing of yesterday, it is still alright and there is a good chance that the bullish cyber pattern would unfold"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=107","Jan 12, 2021 2:22 PM","scjm","so read cypher pattern...topo error"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=107","Jan 12, 2021 5:17 PM","Jeffreyteck","Very good in goreng but results? Lol."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=107","Jan 12, 2021 11:50 PM","harisham74","Next session goreng a bit..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=107","Jan 12, 2021 11:58 PM","MadCow75","vaccines still had song to sing??... do hope HWGB with own research lab can avoid what call no middle man by roti canai..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 13, 2021 9:29 AM","Swoosh","i think tp for this counter only RM1 at march....."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 13, 2021 11:37 AM","Damiel","Ho Wah Genting Bhd is planning to raise between RM30.05 million and RM34.58 million via a private placement to fund its healthcare business, repay borrowings and shore up working capital."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 13, 2021 11:37 AM","Damiel","the group said it would be placing up to 60.67 million new shares, representing 10% of its share capital of 606.68 million shares, among third party investors."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 13, 2021 11:37 AM","Damiel","Ho Wah Genting plans to use up to RM12 million of the placement proceeds to purchase healthcare products and for research and development activities for its healthcare-related business."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 13, 2021 11:38 AM","Damiel","Another RM10 million would be used to fully repay a loan from Hong Kong-based Prime King Investment Ltd, which had given Ho Wah Genting a short-term advance for working capital purposes.The group added that up to RM11.77 million of the proceeds would be used for general working capital requirements.Ho Wah Genting expects the private placement to be completed in the first half of 2021."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 13, 2021 3:16 PM","jagdish1970","what the indicative price for PP?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 13, 2021 5:51 PM","Financier","Inix is venturing into the vaccine. This puts Inix in a position better than those of other glove manufacturers.
https://www.bursamalaysia.com/market_information/announcements/company..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 13, 2021 7:57 PM","malysiabolehhh","HO WAH GENTING BERHAD COLLABORATE WITH ISIA TO MANUFACTURE IN VITRO DIAGNOSTIC DEVICES AND MARKET EXPANSION
https://hwgbbiotech.com/view_media.php?id=224"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 13, 2021 11:40 PM","devshinoda","wats the expected movement for hwgb tomorrow? up or down?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 13, 2021 11:56 PM","MadCow75","up lar..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 14, 2021 8:52 AM","nasgee","upppppp"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 14, 2021 5:55 PM","MadCow75","jatuh longkang pula... pening...."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 15, 2021 12:32 PM","Ong Guan Jun","Sad counter"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 15, 2021 12:36 PM","Bgt 9963","Sunset...pump and dump...!"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 15, 2021 5:31 PM","Hl123456","no action. ...still waiting"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 16, 2021 6:41 PM","Yang Addison","every day keep drop。so sad"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 17, 2021 9:12 PM","Chong1116","https://www.chinapress.com.my/?p=2361688"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 18, 2021 9:00 AM","lalazai9","https://www.chinapress.com.my/20210117/%e8%b1%aa%e5%8d%8e%e4%ba%91%e9%..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 18, 2021 9:01 AM","lalazai9","After vaccined this product sure hot sale, fly later"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 18, 2021 2:50 PM","leeashraf","Ho Wah Genting...but price like Genting Sampah only"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 18, 2021 4:25 PM","Swoosh","pengumumuman stimulus mahyudin x effect apa2 ke ini kaunter....jilake punya....."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 18, 2021 4:26 PM","wehcant","Market still digesting."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 18, 2021 4:38 PM","leeashraf","Bukan degesting la, ini sudah constipation laaa"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 19, 2021 2:01 AM","PKRPACA","kembang bunga nanti pagi pulak, songsang ular tu"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 19, 2021 8:28 AM","Chong1116","Nowadays all the counters under moods consolidation, all same pattern..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 19, 2021 3:38 PM","Jonathan Keung","Wait after BNM rate cut. FD 2.0% drop another 0.25"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 19, 2021 6:43 PM","STEADYBOMBIBI85","https://www.malaymail.com/news/world/2021/01/19/pakistan-approves-chin..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 19, 2021 6:44 PM","STEADYBOMBIBI85","https://www.urdupoint.com/en/miscellaneous/serbia-approves-chinas-sino..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 19, 2021 7:04 PM","STEADYBOMBIBI85","https://english.alarabiya.net/en/coronavirus/2021/01/10/Coronavirus-Jo..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 19, 2021 9:03 PM","STEADYBOMBIBI85","https://www.reuters.com/article/us-health-coronavirus-vaccine-sinophar..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 19, 2021 10:09 PM","Chong1116","Do this Sinopharm related with Hwgb?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 20, 2021 1:04 PM","newtrader1989","Yeah hwgb nothing to do with sinopharm."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 20, 2021 4:48 PM","Whatever","https://www.thestar.com.my/business/business-news/2021/01/20/ho-wah-ge..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 20, 2021 8:07 PM","newtrader1989","Yeah the boss ate the supplement and the price went up 2 cents"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 20, 2021 9:41 PM","lalazai9","More gd news coming hehe"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 21, 2021 2:00 PM","newtrader1989","Esos is good news ka?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 22, 2021 12:08 PM","MadCow75","no so good... now tyre puncit jo...."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 23, 2021 1:16 PM","malysiabolehhh","KEEPING SPACES VIRUS AND BACTERIA-FREE
https://www.thestar.com.my/news/nation/2021/01/23/keeping-spaces-virus..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 24, 2021 3:22 PM","malysiabolehhh","可负担价格+ 零租金促销！让更多人可以一起远离病毒（内有详情）
https://www.facebook.com/255057814552667/posts/4287532201305188/"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 25, 2021 10:08 AM","coupe","boring"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 25, 2021 3:54 PM","GoUpUp","US FDA APPROVED HWGB’S JV PARTNER, EBI TO CONDUCT THE 2ND STAGE OF PHASE 4 CLINICAL TRIAL FOR COVID-19 VACCINATION
https://hwgbbiotech.com/view_media.php?id=230"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 25, 2021 5:59 PM","MadCow75","hoseh liao..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 25, 2021 7:45 PM","Rishi","US FDA APPROVED HWGB’S JV PARTNER, EBI TO CONDUCT THE 2ND STAGE OF PHASE 4 CLINICAL TRIAL FOR COVID-19 VACCINATION
Aint sure it would benefit to the company or not; if the research is successful then i would say we could be benefit from it so much else it is just another money burning research"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 26, 2021 12:25 AM","MadCow75","no... vaccine theme seen back... but dunno will heat up how many day..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 26, 2021 8:01 AM","lalazai9","This vaccine suitable for kids, if success then boom, other vaccine only suitable for above age 18"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 26, 2021 9:20 AM","GoUpUp","Right now any vaccines that can get FDA approval will be a huge help globally. WHO too will continue to add more vaccines on their approval list (read the news on the Chinese vaccines getting WHO approval) as well because globally there is a shortage as countries rush to get vaccine supply to get out of the current pandemic challenges."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 26, 2021 11:21 AM","MadCow75","this vaccine targeted for kids... so just hold and wait... see how the trial report..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 26, 2021 5:06 PM","Addy","Covid Vaccine
Astra Zeneca (UK)
price :US$ 4 per dose
dosed required :2
sinovac (CHINA)
price :US$ 5 per dose
dosed required :2
moderna (USA)
price :US$ 33per dose
dosed required :2
pfizer biontech (USA GERMANY)
price :US$ 20per dose
dosed required :2
Sputnik (RUSSIA)
price :US$ 10per dose
dosed required :2
johnson johnson (USA)
price :US$ 10per dose
dosed required :1"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Jan 27, 2021 10:40 AM","Swoosh","@addy which vaccine hwgb involve?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=108","Feb 1, 2021 12:54 PM","newtrader1989","sadly None of the above"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 1, 2021 12:54 PM","newtrader1989","sadly None of the above"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 2, 2021 7:35 AM","lalazai9","https://hwgbbiotech.com/view_media.php?id=233"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 2, 2021 10:56 AM","Alan Long","hi guys, may i know the exercise price is 0.32, and the ex date is 15/3/21, so if hwg mother stays above 0.32, we will automatically get mother share with the quantity we bought ?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 2, 2021 9:58 PM","lalazai9","https://hwgbbiotech.com/view_media.php?id=236"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 3, 2021 3:52 AM","newtrader1989","The Board of Directors of the Company wishes to announce that the pharmacist employed by its wholly-owned subsidiary, had been granted with the Poisons Licence for those stuck above RM1"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 3, 2021 7:24 AM","Jackpot888","anyone know what is the poison license for ?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 3, 2021 12:38 PM","newtrader1989","To sell poision For those stuck above Rm1.0"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 3, 2021 1:41 PM","roshazli","Look into vaccine distribution ventures by non-healthcare firms, Pharmaniaga tells govt
For the time being, these companies are not allowed to distribute the Covid-19 vaccine to the general public, “due to the government's planned vaccination programme, (which is) focused on general public usage.”
KUALA LUMPUR (Feb 2): Pharmaniaga Bhd, which is set to supply the Sinovac Covid-19 vaccine to the government, wants the authorities to look into the move by a growing number of non-healthcare firms to diversify into the Covid-19 vaccine distribution business.
“We want to avoid any confusion. Hence, we hope the government looks into this matter seriously, and we hope the public can get the right information,"" the group’s managing director Datuk Zulkarnain Md Eusop said in response to a question during a virtual media briefing today.
Zulkarnain, however, noted that for the time being, these companies are not allowed to distribute the Covid-19 vaccine to the general public, “due to the government's planned vaccination programme, (which is) focused on general public usage”.
Among non-healthcare firms that plan to distribute Covid-19 vaccines in anticipation of a high demand for the product are Solution Group Bhd, Bintai Kinden Corp Bhd, Ho Wah Genting Bhd, My EG Services Bhd, Yong Tai Bhd and Metronic Global Bhd.
The government has denied allegations that ‘middlemen’ were involved in its Covid-19 vaccine procurement process.
Science, Technology and Innovation Minister Khairy Jamaluddin had previously described the plans announced by the private companies as commercial deals that have nothing to do with the government.
However, Khairy clarified that any local company is free to negotiate with international companies to be their agent or distributor of Covid-19 vaccines in Malaysia.
""We cannot control if they want to make a commercial arrangements with other vaccine manufacturers from outside of Malaysia. But they must get the necessary approvals from Malaysia's regulators,"" he had said.
The government has set a target of vaccinating 80% of Malaysia’s population of 32 million people by the first quarter of 2022, with the cost of procuring the Covid-19 vaccine estimated at RM3 billion.
Putrajaya is reported to have secured the supply of Covid-19 vaccines for 40% of the population (12.8 million people) through joint agreements with pharmaceutical companies Pfizer and AstraZeneca, and through the World Health Organisation-backed Covax initiative.
Additionally, Pharmaniaga and Duopharma Biotech Bhd signed agreements with the Ministry of Health last month for the procurement of Covid-19 vaccines. Pharmaniaga will be supplying 12 million doses of the Sinovac vaccine, while Duopharma Biotech will be supplying 6.4 million doses of the Russian-developed ""Sputnik V"" vaccine."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 3, 2021 6:18 PM","Jeffreyteck","granted pharmacist's poisons licence to import & distribute healthcare products, medication & vaccines.... if not poison for investors is lucky enough, lol. No idea of its competitive edge in distribution of these products other than quite consistent in delivering losses. Lol. Good for goreng anyway."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 3, 2021 6:44 PM","Plantermen","Everywhere people getting the anti covid vaccine jab { Indonesia, Thailand, Singapore, Korea, Japan} what happen to our vaccine procurement. First batch of vaccine arriving end of Feb and the people doesn't know the vaccine roll out plan or the time table."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 3, 2021 9:57 PM","NPRA1985",""
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 4, 2021 4:43 PM","lalazai9","Gd news coming fly"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 4, 2021 10:22 PM","MadCow75","hoho... flying time???"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 4, 2021 10:28 PM","Sneakpeek","fly because of what?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 4, 2021 10:45 PM","Whatever","https://hwgbbiotech.com/view_media.php?id=239"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 4, 2021 11:25 PM","Whatever","I saw the post yesterday night but they took it down. Now they repost again."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 5, 2021 1:21 PM","GoUpUp","This new piece of news is actually even better. 15% share in EBI and EBI is in the midst of finalizing a merger with a Nasdaq listed company! Wow wow wow!"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 5, 2021 1:58 PM","jeannie","still can go in ???"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 5, 2021 3:06 PM","Darkkiller","Gg 2u, please go in"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 5, 2021 5:05 PM","winterboy","I bet on HWGB to supply the market for Oral type vaccine, lower cost, safe for children, since non of the rolled-out one is suitable for them yet. plus exclusive distribution rights in SEA. Just imagine."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 5, 2021 5:43 PM","Hl123456","it will be huge ..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 5, 2021 11:33 PM","MadCow75","yes... flying time..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 6, 2021 10:00 AM","lalazai9","https://www.chinapress.com.my/?p=2380933"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 6, 2021 11:06 PM","hanzo","@npra1985 stop talking nonsense teaching people to holland"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 7, 2021 4:48 AM","NPRA1985","Don’t listen to Hanzo. The biggest conman lol"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 14, 2021 10:37 PM","SEE_Research","https://klse.i3investor.com/blogs/see_research/2021-02-14-story-h15410..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 15, 2021 3:47 PM","jimmy73","Disappointed counter !"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 15, 2021 8:38 PM","lalazai9","https://hwgbbiotech.com/view_media.php?id=243"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 15, 2021 8:38 PM","lalazai9","Relax, gd news coming sure fly soon"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 16, 2021 5:37 AM","SEE_Research","https://youtu.be/NJPji8p0LQg"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 16, 2021 5:38 AM","SEE_Research","https://youtu.be/kDBQbg_fu_c"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 16, 2021 5:40 AM","SEE_Research","https://youtu.be/XCoRi013Bpc"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 16, 2021 5:47 AM","SEE_Research","SEE_Research SEE_Research SEE_Research The importance of
Dry ice
============================================
Pls watch carefully on the
3 short video clips on
Pfizer BioNTech covid 19 vaccines,
That need Dry Ice, without dry ice this type of vaccines, will be destroyed
Pfizer vaccines need to be stored in
(minus - 70 degrees C).
Remarks
Out of 1,400 counters
(including all types of warrants, call warrants, etc)
in KLSE,
THERE IS ONLY ONE LISTED COMPANY
THAT
MANUFACTURES, SUPPLIES
DRY ICE.
Ace Gases Marketing Sdn. Bhd
( subsidiary of KGB /0151"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 16, 2021 9:24 AM","Swoosh","kalau mcm ni a sampai bulan 4 pun hwgb will not fly lo...jilake punya..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 16, 2021 10:44 PM","limkokthye","hwgb will open casino biz soon"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 17, 2021 7:55 AM","Jonathan Keung","Good for HWGB if venture into cambodia gambling business"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 17, 2021 2:41 PM","RiskyN","Up already"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 17, 2021 3:10 PM","nasgee","vrommm looo"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 17, 2021 3:12 PM","nasgee","0.76 cominggg"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 17, 2021 3:15 PM","coupe","why suddenly up"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 17, 2021 3:17 PM","lalazai9","Told u guys d gd news coming hehe"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 17, 2021 3:18 PM","MadCow75","wow!!! riding rocket.... will it back to glory rm1???"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 17, 2021 3:27 PM","andyvin07","It's show time now...Grab while the plane is still warming up"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 17, 2021 3:27 PM","andyvin07","gonna fly very very high sooooooooooooooooon"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 17, 2021 3:35 PM","Silentreader88","If can fly to RM1 faster take profit, this -ve earning company wont sustain high price. KJ is so happy now people pump his vaccine stocks"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 17, 2021 3:36 PM","lalazai9","Sapu before news release hehe"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 17, 2021 3:42 PM","software guy","https://twitter.com/JJ39132147/status/1361943247778500609?s=19"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 17, 2021 3:45 PM","Silentreader88","Kj in, retailers push, Kj TP, retailers melopong"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 17, 2021 3:48 PM","Stockhunter88","Back to rm1.5?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=109","Feb 17, 2021 4:06 PM","Squirtle","lalazai9
How is u know got news
Very very clever
Muahahaha"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=110","Feb 17, 2021 4:14 PM","Darkkiller","Con man come back"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=110","Feb 17, 2021 4:16 PM","Hl123456","Wow.. sudden search going to the moon RM1.."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=110","Feb 17, 2021 4:44 PM","software guy","https://twitter.com/JJ39132147/status/1361958595261173763?s=19"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=110","Feb 17, 2021 5:38 PM","HafizZulkefly90","sentimen rally?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=110","Feb 17, 2021 5:45 PM","PN2020","Ringgit Satu akan mari."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=110","Feb 17, 2021 6:04 PM","HafizZulkefly90","still long way to go sentiment too hot on vaccine"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=110","Feb 17, 2021 6:06 PM","MrsLee","Next TP 760"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=110","Feb 17, 2021 6:21 PM","PN2020","sentimen sudah sampai besok naik macam rocket"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=110","Feb 17, 2021 6:22 PM","HafizZulkefly90","esok menjunam"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=110","Feb 17, 2021 6:27 PM","GoUpUp","We retail traders should just remember to hold our guns and not sell too soon.
Also read the news on the merger with the US listed company. It is coming to fruition."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=110","Feb 17, 2021 6:29 PM","GoUpUp","Ho Wah Genting, E-MO Biotech and Fuse Biotech join hands in vaccine R&D, targets Nasdaq listing.
TP is easily beyond RM2... it's going to break new high this time round!"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=110","Feb 17, 2021 6:52 PM","limkokthye","Lim kok thay will merge his genting BHD with hwgb"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=110","Feb 17, 2021 7:06 PM","Solomon7","Have a look at the recent development of its Biotech arm. U will feel encourage about future development."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=110","Feb 17, 2021 10:17 PM","Dingdongbell","Yea good news, stuck here for so many months already."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=110","Feb 17, 2021 10:41 PM","limkokthye","u think gov willl approved licensed to hwgb to supplied vaccine???? gov wont give lah, gov will give pharmaniaga only"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=110","Feb 17, 2021 10:42 PM","limkokthye","hwgb to trap small ikan bilis la"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=110","Feb 17, 2021 11:55 PM","MadCow75","yes... 1 back to the glory... 1 coming"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=110","Feb 18, 2021 12:03 AM","khan","awakening..."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=110","Feb 18, 2021 12:17 AM","Shashe","KUALA LUMPUR, 02 FEBRUARY 2021 - Ho Wah Genting Berhad (""HWGB"" or the ""Company"") (Bursa Stock Code: 9601), through its wholly-owned subsidiary HWGB Biotech Sdn Bhd (""HWGB Biotech"") has been successfully granted the Pharmacist's Poisons Licence (Type A License) from the Pharmaceutical Services Division of Ministry of Health Malaysia which enable the Company to import, store and deal generally by wholesale all controlled medicine (termed as poison according to Poisons Act Malaysia).
General Manager, Medical & Pharmaceutical Research of HWGB Biotech, Dr.Yaman Walid Kassab expressed: ""We are delighted to have obtained the license which make us qualify to handle import and distribute our healthcare products in compliance with the MOH regulations. This license shows that we are committed in our healthcare related business and we believe that this license can bring a huge growth potential to HWGB as well"".
""With the granted license, we believe that the consumer will be able to trust the product that we are going to distribute such as vaccines and controlled medicine. This is because only a pharmacist registered with the Pharmacy Board of Malaysia or a qualified pharmacist recognized by the state health directors of Sabah or Sarawak is able to hold for such license"" he added."
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=110","Feb 18, 2021 12:29 AM","Wawai Samah","Better no sell on news ya"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=110","Feb 18, 2021 7:17 AM","MrsLee","Heng!!! Ong!!! Huat!!?"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=110","Feb 18, 2021 7:40 AM","MrsLee","Gap up???"
"https://klse.i3investor.com/servlets/forum/800001735.jsp?ftp=110","Feb 18, 2021 8:39 AM","nasgee","wait 0.83..next...vrommm"
